"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email"
2785,"2430","Ramos, Moreno and Lewis","Extended multi-state knowledge user","9200","9200","successful",129,"CA","CAD","2021-02-13","2021-10-21","cat3","subcat9","2430","Kim","Webb","kim.webb@yahoo.com.au"
876,"2480","Harris Inc","Future-proofed modular groupware","14900","14900","successful",375,"US","USD","2020-06-05","2021-04-22","cat4","subcat4","2480","Eugenia","Zichichi","eugenia.zichichi@yahoo.com"
932,"3431","Peters-Nelson","Distributed real-time algorithm","169400","169400","failed",2928,"CA","CAD","2021-03-15","2021-10-01","cat4","subcat4","3431","Aurore","Rosemann","aurore.rosemann@leoncavallo-rusticucci.com"
507,"1742","Ferguson, Murphy and Bright","Multi-lateral heuristic throughput","192100","192100","failed",4697,"US","USD","2021-04-25","2021-10-10","cat2","subcat2","1742","Giustino","Luzi","giustino.luzi@rolland.fr"
1672,"4628","Robinson Group","Switchable reciprocal middleware","98700","98700","failed",2915,"US","USD","2021-01-25","2021-11-24","cat7","subcat12","4628","Anita","Galindo","anita.galindo@gmail.com"
917,"2385","Jordan-Wolfe","Inverse multimedia Graphic Interface","4500","4500","failed",18,"US","USD","2021-04-10","2021-04-25","cat6","subcat19","2385","Gunhild","Carrillo","gunhild.carrillo@elliott-gilbert.org"
2931,"2213","Vargas-Cox","Vision-oriented local contingency","98600","98600","canceled",723,"US","USD","2021-05-06","2021-06-22","cat1","subcat1","2213","Rosa","Paul","rosa.paul@bien.com"
2415,"5188","Yang and Sons","Reactive 6thgeneration hub","121700","121700","failed",602,"CH","CHF","2021-04-29","2021-11-21","cat4","subcat4","5188","Marliese","Oneal","marliese.oneal@gmail.com"
1805,"3418","Wilson, Wilson and Mathis","Optional asymmetric success","100","100","failed",1,"US","USD","2021-06-11","2021-10-26","cat2","subcat18","3418","Bethany","Hartmann","bethany.hartmann@yahoo.com"
495,"5637","Wang, Koch and Weaver","Digitized analyzing capacity","196700","196700","failed",3868,"IT","EUR","2021-08-01","2021-12-27","cat5","subcat13","5637","Irina","Martineau","irina.martineau@gmail.com"
2988,"3530","Cisneros Ltd","Vision-oriented regional hub","10000","10000","successful",409,"US","USD","2020-10-17","2021-08-24","cat3","subcat3","3530","Beatriz","Moulin","beatriz.moulin@pinto.com"
3169,"3731","Williams-Jones","Monitored incremental info-mediaries","600","600","successful",234,"US","USD","2020-05-06","2021-05-31","cat3","subcat3","3731","Lucas","Austin","lucas.austin@gmail.com"
467,"3219","Roberts, Hinton and Williams","Programmable static middleware","35000","35000","successful",3016,"US","USD","2020-07-04","2021-03-31","cat2","subcat17","3219","Carole","Nohlmans","carole.nohlmans@yahoo.com"
1551,"2392","Gonzalez, Williams and Benson","Multi-layered bottom-line encryption","6900","6900","successful",264,"US","USD","2020-07-30","2021-07-03","cat8","subcat15","2392","Bozena","Schmitt","bozena.schmitt@vallet.com"
2467,"5103","Hobbs, Brown and Lee","Vision-oriented systematic Graphical User Interface","118400","118400","failed",504,"AU","AUD","2021-02-07","2021-06-11","cat1","subcat1","5103","Aimee","Foconi","aimee.foconi@outlook.com"
1193,"3992","Russo, Kim and Mccoy","Balanced optimal hardware","10000","10000","failed",14,"US","USD","2020-11-17","2021-09-22","cat5","subcat23","3992","Marzena","Carrero","marzena.carrero@roskoth.de"
1016,"2442","Howell, Myers and Olson","Self-enabling mission-critical success","52600","52600","canceled",390,"US","USD","2021-04-24","2021-08-05","cat2","subcat2","2442","Raisa","Poulain","raisa.poulain@fastwebnet.it"
313,"2913","Bailey and Sons","Grass-roots dynamic emulation","120700","120700","failed",750,"GB","GBP","2021-06-19","2022-01-03","cat5","subcat5","2913","Marcantonio","Bennett","marcantonio.bennett@hopkins.com.au"
117,"1631","Jensen-Brown","Fundamental disintermediate matrix","9100","9100","failed",77,"US","USD","2021-04-01","2021-04-11","cat4","subcat4","1631","Kenneth","Hurst","kenneth.hurst@meunier.net"
2747,"4073","Smith Group","Right-sized secondary challenge","106800","106800","failed",752,"DK","DKK","2021-08-27","2021-12-19","cat2","subcat18","4073","Marisela","Mende","marisela.mende@godoy-enriquez.com"
1244,"4568","Murphy-Farrell","Implemented exuding software","9100","9100","failed",131,"US","USD","2021-01-23","2021-04-17","cat4","subcat4","4568","Blanka","Villareal","blanka.villareal@monduzzi.net"
564,"1830","Everett-Wolfe","Total optimizing software","10000","10000","failed",87,"US","USD","2020-12-09","2021-06-14","cat4","subcat4","1830","Tomislav","Stoppani","tomislav.stoppani@corporacin.org"
3129,"2623","Young PLC","Optional maximized attitude","79400","79400","failed",1063,"US","USD","2020-05-20","2021-02-06","cat2","subcat18","2623","Krystal","Ammaniti","krystal.ammaniti@barbier.fr"
800,"4327","Park-Goodman","Customer-focused impactful extranet","5100","5100","successful",272,"US","USD","2020-10-29","2021-03-25","cat5","subcat5","4327","Deanna","Aporti","deanna.aporti@bouygtel.fr"
1255,"3713","York, Barr and Grant","Cloned bottom-line success","3100","3100","canceled",25,"US","USD","2020-12-21","2021-02-24","cat4","subcat4","3713","Donatella","Burns","donatella.burns@yahoo.de"
2448,"2389","Little Ltd","Decentralized bandwidth-monitored ability","6900","6900","successful",419,"US","USD","2021-01-25","2021-04-18","cat9","subcat24","2389","Margrit","Hooper","margrit.hooper@douglas.com"
578,"5141","Brown and Sons","Programmable leadingedge budgetary management","27500","27500","failed",76,"US","USD","2021-06-08","2022-01-03","cat4","subcat4","5141","Baccio","Marcacci","baccio.marcacci@laposte.net"
418,"3522","Payne, Garrett and Thomas","Upgradable bi-directional concept","48800","48800","successful",1621,"IT","EUR","2020-12-21","2021-12-15","cat4","subcat4","3522","Alfio","Roman","alfio.roman@hotmail.co.uk"
255,"1334","Robinson Group","Re-contextualized homogeneous flexibility","16200","16200","successful",1101,"US","USD","2020-07-03","2021-05-18","cat2","subcat8","1334","Soledad","Soto","soledad.soto@hotmail.de"
1918,"4721","Robinson-Kelly","Monitored bi-directional standardization","97600","97600","successful",1073,"US","USD","2020-08-29","2021-06-14","cat4","subcat4","4721","Josh","Cimarosa","josh.cimarosa@hotmail.com"
2837,"3768","Kelly-Colon","Stand-alone grid-enabled leverage","197900","197900","failed",4428,"AU","AUD","2021-09-18","2021-11-30","cat4","subcat4","3768","Nath","Rico","nath.rico@yahoo.com"
842,"1639","Turner, Scott and Gentry","Assimilated regional groupware","5600","5600","failed",58,"IT","EUR","2021-03-31","2021-12-04","cat2","subcat8","1639","Gary","Armani","gary.armani@web.de"
503,"5149","Sanchez Ltd","Up-sized 24hour instruction set","170700","170700","canceled",1218,"US","USD","2021-05-14","2021-08-08","cat8","subcat15","5149","Miriam","Oquendo","miriam.oquendo@smith-watson.biz"
602,"2153","Giles-Smith","Right-sized web-enabled intranet","9700","9700","successful",331,"US","USD","2022-02-01","2022-02-16","cat9","subcat24","2153","Monica","Mohaupt","monica.mohaupt@live.com"
1317,"2767","Thompson-Moreno","Expanded needs-based orchestration","62300","62300","successful",1170,"US","USD","2021-03-10","2022-01-12","cat8","subcat15","2767","Alec","Ho","alec.ho@parra-esparza.com"
2071,"5124","Murphy-Fox","Organic system-worthy orchestration","5300","5300","failed",111,"US","USD","2021-06-08","2021-12-27","cat6","subcat14","5124","Harry","Fouquet","harry.fouquet@ibarra-cooper.com"
2773,"2097","Rodriguez-Patterson","Inverse static standardization","99500","99500","canceled",215,"US","USD","2021-02-27","2021-11-23","cat5","subcat7","2097","Arcelia","Babati","arcelia.babati@orange.fr"
1814,"4796","Davis Ltd","Synchronized motivating solution","1400","1400","successful",363,"US","USD","2020-10-11","2021-04-05","cat1","subcat1","4796","Trinidad","Vespa","trinidad.vespa@gmail.com"
2600,"5849","Nelson-Valdez","Open-source 4thgeneration open system","145600","145600","failed",2955,"US","USD","2020-02-14","2021-04-06","cat7","subcat21","5849","Colette","Ryan","colette.ryan@hotmail.com"
426,"1495","Kelly PLC","Decentralized context-sensitive superstructure","184100","184100","failed",1657,"US","USD","2021-03-11","2021-07-05","cat4","subcat4","1495","Richard","Andre","richard.andre@porras.org"
2206,"2462","Nguyen and Sons","Compatible 5thgeneration concept","5400","5400","successful",103,"US","USD","2020-09-13","2021-02-12","cat4","subcat4","2462","Ellinor","Leclercq","ellinor.leclercq@gmail.com"
2032,"2280","Jones PLC","Virtual systemic intranet","2300","2300","successful",147,"US","USD","2021-01-30","2021-04-09","cat4","subcat4","2280","Patricio","Guillon","patricio.guillon@web.de"
397,"1877","Gilmore LLC","Optimized systemic algorithm","1400","1400","successful",110,"CA","CAD","2020-12-09","2021-07-17","cat6","subcat10","1877","Kirsten","Chindamo","kirsten.chindamo@carrillo-wall.com"
865,"6108","Lee-Cobb","Customizable homogeneous firmware","140000","140000","failed",926,"CA","CAD","2021-04-14","2022-01-07","cat4","subcat4","6108","Leo","Petruzzi","leo.petruzzi@yahoo.com"
3027,"4427","Jones, Wiley and Robbins","Front-line cohesive extranet","7500","7500","successful",134,"US","USD","2020-11-01","2021-10-22","cat3","subcat9","4427","Margot","Tomaselli","margot.tomaselli@junck.org"
31,"2881","Martin, Gates and Holt","Distributed holistic neural-net","1500","1500","successful",269,"US","USD","2021-01-11","2021-04-21","cat4","subcat4","2881","Ansaldo","Marks","ansaldo.marks@patel-odonnell.com"
1234,"2339","Bowen, Davies and Burns","Devolved client-server monitoring","2900","2900","successful",175,"US","USD","2021-01-18","2021-08-14","cat5","subcat20","2339","Regina","Morin","regina.morin@barcaccia.net"
497,"5156","Nguyen Inc","Seamless directional capacity","7300","7300","successful",69,"US","USD","2020-09-11","2021-06-19","cat3","subcat3","5156","Karla","Medici","karla.medici@yahoo.com"
2084,"4750","Walsh-Watts","Polarized actuating implementation","3600","3600","successful",190,"US","USD","2021-10-05","2021-11-24","cat5","subcat5","4750","Morgan","Irizarry","morgan.irizarry@williams-harris.biz"
337,"4852","Ray, Li and Li","Front-line disintermediate hub","5000","5000","successful",237,"US","USD","2021-02-04","2021-08-14","cat5","subcat5","4852","Natividad","Wong","natividad.wong@hoevel.com"
3182,"5734","Murray Ltd","Decentralized 4thgeneration challenge","6000","6000","failed",77,"GB","GBP","2020-11-19","2021-10-20","cat2","subcat2","5734","Anna","Freeman","anna.freeman@snyder.net"
1494,"3801","Bradford-Silva","Reverse-engineered composite hierarchy","180400","180400","failed",1748,"US","USD","2020-10-09","2021-06-26","cat4","subcat4","3801","Emilia","Vivaldi","emilia.vivaldi@garnier.fr"
2570,"4474","Mora-Bradley","Programmable tangible ability","9100","9100","failed",79,"US","USD","2021-01-09","2021-08-01","cat4","subcat4","4474","Gerda","Cook","gerda.cook@tin.it"
2205,"1992","Cardenas, Thompson and Carey","Configurable full-range emulation","9200","9200","successful",196,"IT","EUR","2021-04-10","2021-04-20","cat2","subcat2","1992","Andrey","Faure","andrey.faure@frederick-mitchell.info"
314,"5796","Lopez, Reid and Johnson","Total real-time hardware","164100","164100","failed",889,"US","USD","2021-03-22","2021-09-20","cat4","subcat4","5796","Charlotte","Duke","charlotte.duke@ochoa.org"
1659,"1373","Fox-Williams","Profound system-worthy functionalities","128900","128900","successful",7295,"US","USD","2021-12-15","2022-01-13","cat2","subcat6","1373","Cindy","Castillo","cindy.castillo@virgilio.it"
1656,"1879","Taylor, Wood and Taylor","Cloned hybrid focus group","42100","42100","successful",2893,"CA","CAD","2020-07-15","2021-03-11","cat3","subcat9","1879","Hiltrud","Thibault","hiltrud.thibault@barbe.com"
514,"3072","King Inc","Ergonomic dedicated focus group","7400","7400","failed",56,"US","USD","2020-12-23","2021-09-26","cat5","subcat7","3072","Kasimir","Jaime","kasimir.jaime@gmail.com"
649,"4561","Cole, Petty and Cameron","Realigned zero administration paradigm","100","100","failed",1,"US","USD","2020-08-12","2021-04-17","cat3","subcat9","4561","Sabine","Lachmann","sabine.lachmann@phillips.org"
1769,"5201","Mcclain LLC","Open-source multi-tasking methodology","52000","52000","successful",820,"US","USD","2021-01-17","2021-09-09","cat4","subcat4","5201","Andrea","Arroyo","andrea.arroyo@yahoo.com.au"
33,"5871","Sims-Gross","Object-based attitude-oriented analyzer","8700","8700","failed",83,"US","USD","2021-03-05","2021-03-27","cat3","subcat9","5871","Matthew","Velasquez","matthew.velasquez@gmail.com"
195,"3041","Perez Group","Cross-platform tertiary hub","63400","63400","successful",2038,"US","USD","2021-05-01","2021-11-03","cat6","subcat19","3041","Severino","Linares","severino.linares@angeli.com"
742,"5864","Haynes-Williams","Seamless clear-thinking artificial intelligence","8700","8700","successful",116,"US","USD","2020-09-05","2021-04-25","cat5","subcat11","5864","Swantje","Lomeli","swantje.lomeli@gmx.de"
2093,"3999","Ford LLC","Centralized tangible success","169700","169700","failed",2025,"GB","GBP","2021-08-01","2021-10-05","cat6","subcat10","3999","Marcus","Espino","marcus.espino@comolli.eu"
1338,"4849","Moreno Ltd","Customer-focused multimedia methodology","108400","108400","successful",1345,"AU","AUD","2021-04-14","2021-05-30","cat3","subcat3","4849","Allen","Gates","allen.gates@gmail.com"
52,"5461","Moore, Cook and Wright","Visionary maximized Local Area Network","7300","7300","successful",168,"US","USD","2021-03-19","2021-05-17","cat5","subcat7","5461","Mauricio","Saunders","mauricio.saunders@hotmail.co.uk"
1651,"5946","Ortega LLC","Secured bifurcated intranet","1700","1700","successful",137,"CH","CHF","2021-04-12","2021-09-07","cat4","subcat4","5946","Gilbert","Cornejo","gilbert.cornejo@hotmail.com"
452,"4508","Silva, Walker and Martin","Grass-roots 4thgeneration product","9800","9800","successful",186,"IT","EUR","2022-01-15","2022-01-20","cat4","subcat4","4508","Letizia","Gulotta","letizia.gulotta@howard.biz"
1808,"5096","Huynh, Gallegos and Mills","Reduced next generation info-mediaries","4300","4300","successful",125,"US","USD","2021-04-14","2021-10-08","cat4","subcat4","5096","Etta","Gutknecht","etta.gutknecht@leconte.net"
2288,"5443","Anderson LLC","Customizable full-range artificial intelligence","6200","6200","failed",14,"IT","EUR","2020-05-20","2021-06-23","cat4","subcat4","5443","Shelley","Perry","shelley.perry@gierschner.de"
1855,"2165","Garza-Bryant","Programmable leadingedge contingency","800","800","successful",202,"US","USD","2021-07-16","2021-11-19","cat4","subcat4","2165","Geoffrey","Williams","geoffrey.williams@poste.it"
3035,"2125","Mays LLC","Multi-layered global groupware","6900","6900","successful",103,"US","USD","2020-03-14","2021-01-31","cat6","subcat16","2125","Cory","Stewart","cory.stewart@voila.fr"
2285,"6141","Evans-Jones","Switchable methodical superstructure","38500","38500","successful",1785,"US","USD","2021-03-15","2021-09-22","cat2","subcat2","6141","Kristy","Bartlett","kristy.bartlett@outlook.com"
1203,"5245","Fischer, Torres and Walker","Expanded even-keeled portal","118000","118000","failed",656,"US","USD","2021-06-16","2021-08-03","cat7","subcat21","5245","Gianluca","Beck","gianluca.beck@green.biz"
2852,"2190","Tapia, Kramer and Hicks","Advanced modular moderator","2000","2000","successful",157,"US","USD","2021-04-29","2021-08-15","cat4","subcat4","2190","Guido","Krein","guido.krein@gmail.com"
2160,"2243","Barnes, Wilcox and Riley","Reverse-engineered well-modulated ability","5600","5600","successful",555,"US","USD","2021-02-21","2022-01-02","cat5","subcat5","2243","Leif","Monnier","leif.monnier@querini.it"
113,"3336","Reyes PLC","Expanded optimal pricing structure","8300","8300","successful",297,"US","USD","2020-09-13","2021-04-30","cat3","subcat9","3336","Jonas","Badoer","jonas.badoer@kennedy.biz"
2609,"3305","Pace, Simpson and Watkins","Down-sized uniform ability","6900","6900","successful",123,"US","USD","2020-12-02","2021-03-22","cat6","subcat14","3305","Devin","Ebert","devin.ebert@yahoo.fr"
